lon,lat,v17_reach_id,v16_reach_id,boundary_flag,boundary_percent,dominant reach,v16 number of reaches
-99.1486897589129,56.88455362154298,71181500053,71181500203,0,0,0,0
-99.11630883589713,56.78515000467843,71181500403,71181500213,0,0,0,0
-99.19192411139758,56.85269298493668,71181500063,71181500223,0,0,0,0
-99.22411527407645,56.847956433438604,71181500071,71181500231,0,0,0,0
-99.25704130114234,56.843978770704304,71181500083,71181500243,0,0,0,0
-99.04647100209456,57.168422167819585,71181500293,71181500253,0,0,0,0
-99.47690717408177,56.834800500271605,71181500343,71181500263,0,0,0,0
-99.32892040022847,56.956033523814284,71181500153,71181500273,0,0,0,0
-99.31126764121987,56.98895923686547,71181500163,71181500283,0,0,0,0
-99.30394995954067,56.99603991378354,71181500171,71181500291,0,0,0,0
-99.25177242329276,57.04030632734053,71181500183,71181500303,0,0,0,0
-99.20714908814512,57.11111370303374,71181500193,71181500313,0,0,0,0
-99.38664855319291,56.936670626133434,71181500311,71181500321,0,0,0,0
-99.37222800651739,57.013183170826835,71181500323,71181500333,0,0,0,0
-99.18466201394382,57.14480899434417,71181500203,71181500343,0,0,0,0
-99.15952754777892,57.15746746442353,71181500211,71181500351,0,0,0,0
-99.13770095620193,57.15598917979139,71181500223,71181500363,0,0,0,0
-99.12728087286182,57.15435441867687,71181500231,71181500371,0,0,0,0
-98.98332682825385,56.842193634684705,71181500456,71181500386,0,0,0,0
-99.01802480547086,56.94541549671627,71181500436,71181500396,0,0,0,0
-99.033320460758,57.11315127691263,71181500396,71181500406,0,0,0,0
-99.26742256852658,57.14456380753312,71181500266,71181500416,0,0,0,0
-99.14006835844908,57.070523273371315,71181500286,71181500426,0,0,0,0
-99.14095969526,56.707895733025296,71181500416,71181500436,0,0,0,0
-99.00210230427592,57.20723733918479,71181500306,71181500446,0,0,0,0
-99.53867463614137,56.88159499310054,71181500356,71181500456,0,0,0,0
-99.28382062644108,57.06802788383353,71181500336,71181500466,0,0,0,0
-99.62075448208533,56.74362195316719,71181600053,71181600013,0,0,0,0
-99.60792001463153,56.72148820110186,71181600013,71181600023,0,0,0,0
-99.67894991946466,56.74044281751708,71181600023,71181600033,0,0,0,0
-99.82028033361647,56.7588542773552,71181600033,71181600043,0,0,0,0
-99.6460919411977,56.76065295856495,71181600066,71181600056,0,0,0,0
-99.89423126341153,56.757326305662026,71181600046,71181600066,0,0,0,0
-99.6295626133501,56.652535217943715,71181700013,71181700013,0,0,0,0
-99.8009779899269,56.59744423735248,71181700023,71181700023,0,0,0,0
-99.89050396338618,56.55473761882364,71181700033,71181700033,0,0,0,0
-99.95799119293963,56.501815535164,71181700043,71181700043,0,0,0,0
-100.2139957038022,56.39939056803486,71181700093,71181700053,0,0,0,0
-100.29366539616524,56.37765933627698,71181700101,71181700061,0,0,0,0
-100.17568761401155,56.425712262105144,71181700143,71181700073,0,0,0,0
-100.19731084340651,56.432751802859286,71181700151,71181700081,0,0,0,0
-100.22031390076386,56.44243024354271,71181700163,71181700093,0,0,0,0
-100.02366740585569,56.498879116296486,71181700051,71181700101,0,0,0,0
-100.04748448705041,56.4899636143156,71181700063,71181700113,0,0,0,0
-100.06366880837581,56.47284470777541,71181700071,71181700121,0,0,0,0
-100.11683153743931,56.450625386781454,71181700083,71181700133,0,0,0,0
-100.3425569071537,56.344293349050794,71181700113,71181700143,0,0,0,0
-100.37327049505683,56.319121787666326,71181700121,71181700151,0,0,0,0
-100.44364194824809,56.28633871117613,71181700133,71181700163,0,0,0,0
-100.23971010384685,56.44994411910124,71181700176,71181700176,0,0,0,0
-100.63245726001077,56.2351807105649,71181800043,71181800033,0,0,0,0
-100.65537058567745,56.21178122723995,71181800053,71181800043,0,0,0,0
-100.73907142237128,56.19820548626097,71181800063,71181800053,0,0,0,0
-100.59985617794182,56.25664969893722,71181800033,71181800063,0,0,0,0
-100.52206839595696,56.262267237489574,71181800023,71181800073,0,0,0,0
-100.56639371441912,56.3026944259402,71181800083,71181800083,0,0,0,0
-100.66754794838592,56.38581175969744,71181800093,71181800093,0,0,0,0
-100.5674086257763,56.21660245677805,71181800153,71181800103,0,0,0,0
-100.6926383212309,56.258331037014315,71181800113,71181800113,0,0,0,0
-100.72149339871271,56.267425952405496,71181800121,71181800121,0,0,0,0
-100.77139458682879,56.264706989349826,71181800133,71181800133,0,0,0,0
-100.761357985445,56.199124976696154,71181800076,71181800146,0,0,0,0
-100.5440343409884,56.212327480654885,71181800166,71181800156,0,0,0,0
-100.80503362105239,56.24793781139335,71181800146,71181800166,0,0,0,0
-100.51438859033061,56.25878182492756,71181800013,71181800013,0,0,0,0
-100.46667639661743,56.24021831621565,71181900011,71181900021,0,0,0,0
-100.38564547932505,56.1864539810367,71181900023,71181900033,0,0,0,0
-100.36053440323685,56.15300495247201,71181900034,71181900044,0,0,0,0
-100.37092768853233,56.14701448994121,71181900043,71181900053,0,0,0,0
-100.41452508731288,56.15019202253628,71181900051,71181900061,0,0,0,0
-100.45025098960717,56.149982463057285,71181900061,71181900071,0,0,0,0
-100.50463426607794,56.02164078205749,71181900083,71181900083,0,0,0,0
-100.43749203492415,55.95542093939604,71181900093,71181900093,0,0,0,0
-100.38658367161656,55.81957880672854,71181901503,71181900103,0,0,0,0
-100.26147999045291,55.83430338802842,71181901513,71181900113,0,0,0,0
-100.12687197592957,55.8178812003858,71181901523,71181900123,0,0,0,0
-100.06414347693891,55.72508726104776,71181901533,71181900133,0,0,0,0
-100.46241923858634,55.823694847840244,71181900111,71181900141,0,0,0,0
-100.47874241840037,55.80907651503226,71181900123,71181900153,0,0,0,0
-100.47938342090443,55.77321329747368,71181900133,71181900163,0,0,0,0
-100.4713858159629,55.74487647649282,71181901583,71181900173,0,0,0,0
-100.4857567186875,55.74239344832152,71181900143,71181900183,0,0,0,0
-100.50522466106528,55.74094759492236,71181900151,71181900191,0,0,0,0
-100.59644824314644,55.7576675335117,71181900163,71181900203,0,0,0,0
-100.70402334328783,55.749447309307634,71181900171,71181900211,0,0,0,0
-100.93719037256865,55.69605442758229,71181901343,71181900263,0,0,0,0
-100.95966134538739,55.681315334997635,71181901483,71181900273,0,0,0,0
-101.00589378410814,55.74539115477781,71181901443,71181900283,0,0,0,0
-101.0505324465017,55.7060979559535,71181900223,71181900303,0,0,0,0
-101.03827641655445,55.6691995173228,71181901403,71181900313,0,0,0,0
-101.1018209878045,55.66702428919862,71181901411,71181900321,0,0,0,0
-101.09011309929323,55.70112423725773,71181900233,71181900333,0,0,0,0
-101.14489967524588,55.69509229190774,71181900241,71181900341,0,0,0,0
-101.18875251626156,55.69563956745291,71181900253,71181900353,0,0,0,0
-101.22315527296128,55.704369430021586,71181900263,71181900363,0,0,0,0
-100.68741065237874,55.70704226564512,71181901563,71181900373,0,0,0,0
-100.71904406286097,55.73302444129588,71181901551,71181900381,0,0,0,0
