node_id,wse_ref_raw,wse_mad,width_med,n_obs,dist_out_km,river,wse_ref
81310800060621,0.7074199999999999,0.23490999999999995,226.5186445,108,34.409313077201574,Selawik,0.70356
81310800060631,0.72817,0.23698999999999998,239.901816,122,34.609045882107544,Selawik,0.70333
81310800060641,0.69563,0.23030000000000006,334.687145,123,34.805013697046604,Selawik,0.70333
81310800060651,0.69416,0.20814999999999995,269.850028,115,35.003623359874126,Selawik,0.70333
81310800060661,0.72783,0.24348000000000003,268.420996,121,35.20857437717008,Selawik,0.70333
81310800060671,0.73179,0.25754000000000005,240.685687,121,35.401657459112606,Selawik,0.70356
81310800060681,0.70356,0.24752000000000007,184.181217,109,35.59889200642003,Selawik,0.70356
81310800060691,0.73937,0.25477,213.547398,111,35.79966111895907,Selawik,0.70401
81310800060701,0.7356149999999999,0.23928999999999992,202.62367749999999,104,36.00468542847041,Selawik,0.70401
81310800060711,0.70401,0.27086999999999994,189.352968,103,36.2101567707035,Selawik,0.70401
81310800060721,0.70555,0.25387000000000004,236.11961100000002,106,36.38711815546909,Selawik,0.70555
81310800060731,0.780675,0.25631999999999994,163.147439,94,36.59713130755269,Selawik,0.70401
81310800070011,0.68469,0.24031000000000002,212.574217,81,36.81958714688276,Selawik,0.70555
81310800070021,0.6460049999999999,0.22005499999999997,302.3505665,96,37.002060068270154,Selawik,0.70555
81310800070031,0.666445,0.24832000000000004,206.6949345,96,37.202023987762985,Selawik,0.70401
81310800070041,0.6743,0.21234999999999998,213.686491,97,37.40981623473097,Selawik,0.70555
81310800070051,0.6740349999999999,0.20410000000000006,240.103577,88,37.61093309977441,Selawik,0.71706
81310800070061,0.74017,0.2745900000000001,248.639165,103,37.81699181279996,Selawik,0.71706
81310800070071,0.71729,0.27251000000000003,293.954048,84,38.01355432085251,Selawik,0.71706
81310800070081,0.72433,0.25675000000000003,289.203736,103,38.20952250266802,Selawik,0.71729
