reach_id,x,y,x_min,x_max,y_min,y_max,reach_length,n_nodes,wse,width,slope,facc,dist_out,type,lakeflag,swot_obs,n_chan_max,n_chan_mod,max_width,low_slope_flag,stream_order,main_path_id,is_mainstem,path_order,end_reach,n_rch_up,n_rch_down,river_name,river,dist_out_km
81340700041,-158.38530926743778,67.90371184271967,-158.47133797324614,-158.34504667793033,67.855444031648,67.95534165859608,19276.45127986619,96,277.6000061035156,122.5,0.9598387430960335,11027.569538099195,448409.2390830216,1,0,4,2,1,296.0,0,3,7000142,1,413,3,2,1,Noatak River,Noatak,448.4092390830216
81340700031,-158.50284735405194,67.9997875880912,-158.57986131089964,-158.45404986771945,67.95561026804432,68.05098077351198,19240.199023341607,96,266.0,148.0,0.26194119197109456,11443.456986293158,429132.78780315974,1,0,5,4,1,174.0,0,3,7000142,1,402,0,1,1,Noatak River,Noatak,429.1327878031597
81340700021,-158.62554737920982,68.02315306135995,-158.76819669550926,-158.53775903458168,68.00563731852097,68.03883008046064,18375.16496388152,92,249.10000610351562,161.0,1.048183398230354,12034.30231810795,409892.5887798213,1,0,5,2,1,420.0,0,3,7000142,1,392,0,1,1,Noatak River,Noatak,409.89258877982127
81340700011,-158.8388074387276,68.02931862064565,-158.9516019609363,-158.7693417671123,68.01775411742672,68.03744605504804,11025.68861276109,55,237.8000030517578,117.0,0.65925219378122,12387.31640625,391517.42381593154,1,0,4,2,1,420.0,0,3,7000142,1,386,0,1,1,Noatak River,Noatak,391.5174238159315
81340500191,-159.05980193049976,68.04549344838243,-159.20044514601358,-158.95160139783232,68.02394362494266,68.05406903437716,13559.845125920867,68,228.8000030517578,105.0,0.6592948757778242,14957.494292534722,380491.7352031721,1,0,6,2,1,827.0,0,3,7000142,1,285,3,2,1,Noatak River,Noatak,380.4917352031721
81340500181,-159.3215786561003,68.0714012218108,-159.43934809506803,-159.20116490977765,68.05310676027429,68.09676625174065,14450.4668395496,72,220.3000030517578,107.0,1.3684055906948958,15128.531510416668,366931.8900772549,1,0,6,2,1,804.0,0,3,7000142,1,273,0,1,1,Noatak River,Noatak,366.93189007725493
81340500171,-159.5664774153457,68.10273435231161,-159.6600963996881,-159.4400697323576,68.09406675368784,68.11981995628732,11830.608543936747,59,203.14999389648438,127.0,1.0997063355987307,15265.361284722223,352481.4232377041,1,0,5,4,1,900.0,0,3,7000142,1,259,0,1,1,Noatak River,Noatak,352.48142323770406
81340500161,-159.7479844756552,68.12075735208188,-159.84968833385602,-159.66067961840133,68.10885696922881,68.12854545800468,11239.80432703143,56,194.8000030517578,105.0,0.5529755525457876,15396.810112847223,340650.8146937719,1,0,6,3,1,806.0,0,3,7000142,1,253,0,1,1,Noatak River,Noatak,340.6508146937719
81340500151,-159.995813553156,68.1159146594932,-160.13336140111116,-159.85040774943337,68.08200171030126,68.12874103956436,13911.456326316707,70,184.8000030517578,150.0,1.0794608943733786,15558.6228515625,329411.01036674145,1,0,6,3,1,615.0,0,3,7000142,1,246,0,1,1,Noatak River,Noatak,329.41101036674144
81340500141,-160.1791394898745,68.02248133608876,-160.24029836534322,-160.13240370533654,67.98101194919515,68.08173268586741,14968.314282914647,74,170.90000915527344,155.0,0.6871712839216501,17553.356071866037,315499.55404043087,1,0,5,4,1,626.0,0,3,7000142,1,240,0,1,1,Noatak River,Noatak,315.4995540404309
81340500131,-160.24100947182575,67.93391134902964,-160.32801718339007,-160.21714602059478,67.91229091707666,67.98089894115174,11866.920810568567,59,160.1999969482422,189.0,0.19583913586194854,18103.31454088492,300531.2397575213,1,0,5,2,1,450.0,0,3,7000142,1,231,0,1,1,Noatak River,Noatak,300.5312397575213
81340500121,-160.42415536272145,67.8957307770238,-160.5330941484707,-160.32913615513814,67.88885343907435,67.9118512508692,10331.701720291825,52,153.60000610351562,190.0,0.6382244859072611,18581.21962759919,288664.3189469528,1,0,5,2,1,420.0,0,3,7000142,1,227,0,1,1,Noatak River,Noatak,288.6643189469528
81340500111,-160.64534543146996,67.89710730317987,-160.75154063045548,-160.53381896941366,67.8917080529275,67.90133846868063,10331.294070226928,52,147.75,156.0,1.2031686945926299,19054.713282743785,278332.61722666124,1,0,6,1,1,480.0,0,3,7000142,1,223,0,1,1,Noatak River,Noatak,278.3326172266612
81340500101,-160.90468116014137,67.90733902804419,-161.0549401877036,-160.7520916513664,67.89153613327514,67.93393134293306,17677.854018062808,88,135.6999969482422,150.0,0.3797275710813338,19847.300488094526,268001.3231564412,1,0,4,4,1,750.0,0,3,7000142,1,217,0,1,1,Noatak River,Noatak,268.00132315644123
81340500091,-161.13684447582142,67.96898860390515,-161.28152476928813,-161.05553607073338,67.9341930971818,68.0036924788599,16341.964575788157,82,126.0999984741211,150.0,0.6763545782258408,21485.251953125,250323.46913837257,1,0,5,2,1,30.0,0,3,7000142,1,211,0,1,1,Noatak River,Noatak,250.32346913837256
81340500081,-161.39740735225544,68.00186539402655,-161.4986163054899,-161.2814982814663,67.9909512408731,68.01339035894475,11749.628089138276,58,112.9000015258789,127.5,0.7420411442206636,21581.200067934784,233981.5045625802,1,0,5,2,1,240.0,0,3,7000142,1,197,0,1,1,Noatak River,Noatak,233.9815045625802
81340500061,-161.49321122287762,67.99992827162185,-161.4948642357591,-161.49150976282056,67.99946472976995,68.00032329823007,184.58420979911386,1,106.5999984741211,234.0,18.119337444128007,21597.90658674569,222231.87647344655,1,0,4,1,1,60.0,0,3,7000142,1,186,0,1,1,Noatak River,Noatak,222.23187647344656
81340500051,-161.50481289933316,68.00556292498119,-161.52208055801842,-161.49070962889678,68.00012726902042,68.00956252745425,2689.0509660333505,13,106.0999984741211,137.0,0.4190244181421418,21600.46875,222047.29226364815,1,0,5,1,1,60.0,0,3,7000142,1,185,0,1,1,Noatak River,Noatak,222.04729226364816
81340500041,-161.59809784955334,67.99154941821902,-161.6282449096883,-161.52202200100484,67.96109060315419,67.99985844992393,8582.19517492333,43,102.80000305175781,142.0,0.43887481194677674,22560.730892470314,219358.24129761348,1,0,6,2,1,60.0,0,3,7000142,1,180,0,1,1,Noatak River,Noatak,219.3582412976135
81340500031,-161.70090091273266,67.94640515268077,-161.7859419402867,-161.62894229821143,67.93241282320331,67.96091788570432,8568.740132308738,43,100.70000457763672,132.5,7.682427942461338,23508.534562038672,210776.046122697,1,0,6,2,1,300.0,0,3,7000142,1,172,0,1,1,Noatak River,Noatak,210.776046122697
81340500021,-161.81529472325667,67.96308992717331,-161.9092003542379,-161.78395463900384,67.93473116754917,67.9773137283269,8553.407017202548,43,94.4000015258789,165.0,34.320459383968554,24463.685546875,202207.30599037829,1,0,5,1,1,270.0,0,3,7000142,1,163,3,1,2,Noatak River,Noatak,202.20730599037827
81340500011,-161.91193675487224,67.97808107587352,-161.91413048082043,-161.90972764621392,67.97776249342242,67.97850136465647,217.32181165834803,1,86.20000457763672,140.27285766601562,8.264025055717946e-14,26886.0159,193653.89897317303,1,0,4,1,1,150.0,0,3,7000142,0,120,3,2,1,Noatak River,Noatak,193.65389897317303
81340500201,-161.91209328298143,67.97749339852585,-161.91427312078838,-161.909882609925,67.97703233300756,67.977721429693,205.34781987047592,1,86.20000457763672,169.0,2.2416847840704796e-13,26886.0159,193641.92498138538,1,0,4,1,1,150.0,0,3,7000142,1,119,3,2,1,Noatak River,Noatak,193.6419249813854
81340300021,-161.95263586904392,67.96341144812287,-161.99989332784804,-161.9149891244232,67.95171318687804,67.977914030013,5078.099776026937,25,84.5999984741211,184.0,19.031340529528414,53772.0317,193436.57716151475,1,0,5,3,1,210.0,0,3,7000142,1,118,3,2,1,Noatak River,Noatak,193.43657716151475
81340300011,-162.162282684393,67.93900009210176,-162.30020814021412,-162.0003797886078,67.9148983840569,67.95144882480194,14885.726606601604,74,73.1500015258789,184.0,0.8647429741480306,56090.5496,188358.47738548668,1,0,5,4,1,30.0,0,3,7000142,1,117,0,1,1,Noatak River,Noatak,188.35847738548668
81340100121,-162.42125338213373,67.90460720717138,-162.5475541380388,-162.30010970454367,67.88049703702517,67.91838738797726,12806.507537523,64,61.70000076293945,210.0,0.9116164680051279,56281.0171,173472.75077888006,1,0,5,5,1,1366.0,0,3,7000142,1,108,0,1,1,Noatak River,Noatak,173.47275077888006
81340100111,-162.67929044401694,67.84344348459281,-162.7936246479197,-162.54827308343718,67.80524378839993,67.88045393469348,16269.549933226865,81,49.72500228881836,173.0,0.6293166583196038,56522.441,160666.24324136364,1,0,6,4,1,2038.0,0,3,7000142,1,104,0,1,1,Noatak River,Noatak,160.66624324136365
81340100101,-162.81784488932348,67.75356849997162,-162.8580636965302,-162.79013682099284,67.70989325742102,67.80460039170656,12793.795892933635,64,39.400001525878906,162.0,0.8382819188775552,56701.2952,144396.69330813296,1,0,6,3,1,1578.0,0,3,7000142,1,96,0,1,1,Noatak River,Noatak,144.39669330813297
81340100091,-162.8490089513916,67.66532538734124,-162.86401648798346,-162.8370065340939,67.61941960547277,67.70962811894044,11664.281728077396,58,29.600000381469727,175.0,0.9624897710787971,56863.9286,131602.89741520688,1,0,6,4,1,2036.0,0,3,7000142,1,90,0,1,1,Noatak River,Noatak,131.60289741520688
81340100081,-162.92047547300547,67.57965908681464,-162.98327705419547,-162.85523921185302,67.5419542937937,67.61914511577542,11617.48571504691,58,20.200000762939453,170.0,0.5464443747523711,57024.7086,119938.61568712482,1,0,4,4,1,1252.0,0,3,7000142,1,79,0,1,1,Noatak River,Noatak,119.93861568712482
81340100071,-163.0361454697761,67.47742829486634,-163.08984162881566,-162.9812899540965,67.41699571648975,67.54180168679858,17418.822881926302,87,8.699999809265137,181.0,0.524557989683002,57264.7203,108321.129972084,1,0,5,5,1,5031.0,0,3,7000142,1,72,0,1,1,Noatak River,Noatak,108.32112997208401
81340100061,-163.0365927237806,67.34589551692284,-163.08343992507847,-162.9900255596774,67.28784433934362,67.41671831661394,18894.086299911276,94,2.600000143051147,330.5,0.07442016113941048,58579.5076,90902.30709014695,1,0,5,5,1,5031.0,0,3,7000142,1,63,3,2,1,Noatak River,Noatak,90.90230709014695
81340100051,-162.9089013528543,67.26995642271271,-162.9893297122068,-162.83282069765565,67.24676061418656,67.28792578131817,8502.917430977446,43,2.600000143051147,499.0,5.711102598203974e-16,58974.0216,72008.22079023586,1,0,5,3,2,1357.0,0,3,7000142,1,54,0,1,1,Noatak River,Noatak,72.00822079023587
81340100041,-162.7526082523356,67.25683679201276,-162.83212610837978,-162.6728215326223,67.24664778530668,67.26597087630881,8477.426334289199,43,2.0,246.0,0.07685082734947046,59373.4263,63505.30335926024,1,0,5,2,1,827.0,0,3,7000142,1,46,0,1,1,Noatak River,Noatak,63.50530335926024
81340100031,-162.59525911103873,67.24990799097839,-162.67237854273398,-162.53254239968507,67.22475717411122,67.26332069481407,8473.51635621043,43,2.0,303.0,1.198490642417745e-16,59780.982,55027.877024970105,1,0,4,1,1,636.0,0,3,7000142,1,42,0,1,1,Noatak River,Noatak,55.0278770249701
81340100021,-162.53857315234373,67.18210912022029,-162.60097972347899,-162.46544152946035,67.131958376614,67.22469271922091,18989.337244020877,95,1.700000047683716,345.0,0.023766745927810404,60716.7301,46554.36066876221,1,0,5,5,1,2123.0,0,3,7000142,1,35,0,1,1,Noatak River,Noatak,46.55436066876221
81340100011,-162.39912876687904,67.14057221229862,-162.50327884784775,-162.34865616358434,67.1070421878298,67.15398719105626,12343.51027145771,62,1.300000071525574,746.0,0.09431089915154436,61345.9962,27565.023424741816,1,0,4,8,2,2739.0,0,3,7000142,1,20,0,1,1,Noatak River,Noatak,27.565023424741817
81330000031,-162.43816614528592,67.05781732783575,-162.5021046996758,-162.38496743006667,67.00901691019673,67.10677788314277,12289.587920300639,62,0.5,769.0,0.05184157112341439,61950.809,15221.51315327416,1,0,4,4,2,3148.0,0,3,7000142,1,10,0,1,1,Noatak River,Noatak,15.22151315327416
81330000023,-162.50866173168745,66.99740557181757,-162.51357377024905,-162.50254489118808,66.98591669494182,67.0087545305106,2769.9652091726102,14,1.200000047683716,1035.0,9.751998564662943e-17,62091.0082,2931.925232964411,3,3,3,3,1,2526.0,0,3,7000142,1,1,0,1,1,Noatak River,Noatak,2.931925232964411
81330000016,-162.50677181502664,66.98498862022939,-162.50739020319122,-162.5060160159716,66.98432509218468,66.98564999183345,161.96002378898817,1,1.200000047683716,298.5,3.8098355002191902e-16,62100.7895,161.96002379073477,6,3,3,1,1,1053.0,0,-9999,7000142,0,-9999,2,1,0,Noatak River,Noatak,0.16196002379073476
81310800206,-158.97612241334113,66.34646415727356,-158.97766310619068,-158.97498359043388,66.3458449691744,66.34702957433274,187.71519784685424,1,8.0,58.5,1.8074226043385726e-14,3841.8213108359523,166592.63054900625,6,0,4,1,1,296.0,0,-9999,7001633,0,-9999,1,0,1,NODATA,Selawik,166.59263054900626
81310800191,-159.04470036134137,66.36131337098004,-159.07295002769482,-158.9783330736739,66.33427310243471,66.41608109491179,18999.00867661776,95,8.0,42.0,0.21485930456874214,4028.5524193548385,166404.91535115952,1,0,4,2,1,364.0,0,1,7001633,1,4670,0,1,1,NODATA,Selawik,166.40491535115953
81310800181,-159.0461610617898,66.44065645518424,-159.07640178206506,-159.0043523239161,66.4163502763262,66.46157379449201,15721.758939168158,79,4.300000190734863,42.0,0.03325094381470861,4183.346968301559,147405.90667454724,1,0,5,1,1,339.0,0,1,7001633,1,4347,0,1,1,NODATA,Selawik,147.40590667454723
81310800131,-159.05302344981195,66.5022051147271,-159.09293537660142,-159.01660504514544,66.461573584317,66.5379823880333,19607.387318401365,98,4.300000190734863,60.0,3.059823141712345e-16,8278.257973030823,131684.14773538007,1,0,5,1,1,296.0,0,2,7001633,1,986,3,2,1,Selawik River,Selawik,131.68414773538007
81310800121,-159.05384237877357,66.55201946588608,-159.08796340369165,-159.00315321716852,66.53686163205552,66.58131549570285,15974.677935695867,80,4.300000190734863,75.0,3.183179334288876e-16,8751.029278876089,112076.76041697616,1,0,5,1,1,450.0,0,2,7001633,1,893,0,1,1,Selawik River,Selawik,112.07676041697616
81310800111,-159.14850763762587,66.57167610600581,-159.19512642579593,-159.08297519315633,66.54162196591957,66.6038057895477,16913.07545434697,85,4.300000190734863,138.0,0.029359348813581314,9251.207616944272,96102.08248127229,1,0,6,2,1,690.0,0,2,7001633,1,792,0,1,1,Selawik River,Selawik,96.10208248127229
81310800101,-159.2092625425807,66.54976766687807,-159.2526478494719,-159.13000668996423,66.53108609264297,66.57594607792912,15820.598698028041,79,3.799999952316284,150.0,0.040516654716939444,9728.873035686489,79189.00702692682,1,0,6,1,1,450.0,0,2,7001633,1,692,0,1,1,Selawik River,Selawik,79.18900702692682
81310800091,-159.2567827755704,66.58805424951771,-159.28309813370063,-159.23657456922143,66.56928342912147,66.59836206999105,8893.984385190579,44,3.299999952316284,128.0,0.026456549361274506,9985.324551486614,63368.40832890194,1,0,5,1,1,330.0,0,2,7001633,1,579,0,1,1,Selawik River,Selawik,63.36840832890194
81310800081,-159.35527948440554,66.58239737763529,-159.39029239863544,-159.28350157801657,66.57608565716549,66.60076601784253,8885.484398948722,45,3.299999952316284,170.5,9.094995928389962e-17,10254.500760818804,54474.42394371783,1,0,4,1,1,330.0,0,2,7001633,1,505,0,1,1,Selawik River,Selawik,54.47442394371783
81310800071,-159.47789996105888,66.5757113694565,-159.56884245405715,-159.39096833927124,66.57112172008547,66.59532955956549,8858.662711355362,44,3.299999952316284,231.5,2.5097147328743484e-16,10524.655792730386,45588.93954476917,1,0,4,2,1,510.0,0,2,7001633,1,419,0,1,1,Selawik River,Selawik,45.58893954476917
81310800061,-159.69915148507536,66.57003769539787,-159.83043931626295,-159.56937719493885,66.5601446983681,66.57694486665355,14589.170116305197,73,3.299999952316284,256.0,2.3464019744095373e-16,10956.316550241283,36730.27683341194,1,0,6,2,1,480.0,0,2,7001633,1,324,0,1,1,Selawik River,Selawik,36.73027683341194
81310800053,-159.87374498583173,66.5568034607813,-159.91774548823273,-159.8305655279593,66.55141630310774,66.5689116667376,5486.588516565891,27,2.700000047683716,333.0,0.6292232705841676,11113.90698552304,22141.10671710864,3,3,5,2,1,1470.0,0,2,7001633,1,190,0,1,1,Selawik River,Selawik,22.141106717108638
81310800041,-159.9299084011217,66.56398299457105,-159.94134156257005,-159.91842930705417,66.56241844296216,66.56522182186694,1105.4975038454904,6,1.0,292.0,9.182213055993277e-16,11148.16577580168,16654.518200540864,1,0,4,3,2,2165.0,0,2,7001633,1,125,0,1,1,Selawik River,Selawik,16.654518200540863
81310800031,-159.95652547295865,66.56350449526298,-159.97003713454697,-159.9420132996784,66.56224073796724,66.56676536652489,1416.932495520634,7,1.0,319.0,4.951893611912269e-17,11191.233969294832,15549.020696696634,1,0,4,3,2,2165.0,0,2,7001633,1,114,0,1,1,Selawik River,Selawik,15.549020696696635
81310800023,-160.0354038673302,66.62165929537014,-160.17182065959227,-159.97045319662783,66.5670319473271,66.63534979470785,13976.220789883026,70,0.0,175.0,0.039333985170084754,11610.170033273662,14132.088201173436,3,3,4,2,1,510.0,0,2,7001633,1,100,0,1,1,Selawik River,Selawik,14.132088201173435
81310800016,-160.17417518014182,66.63304715755127,-160.1758638769977,-160.17249072107677,66.63291789956763,66.63326609569381,155.8674112856151,1,0.0,366.0,0.0,11616.04296875,155.86741128458735,6,3,4,1,1,402.0,0,-9999,7001633,0,-9999,2,1,0,Selawik River,Selawik,0.15586741128458734
81320200226,-160.68095539557163,67.40014285227949,-160.68304284863157,-160.67885494898064,67.39997496210574,67.4003879852757,199.85583124841366,1,116.25,106.0,5.879018278477111,641.884936655763,207448.0928245203,6,0,4,1,1,134.0,0,-9999,7002175,0,-9999,1,0,1,NODATA,Squirrel,207.4480928245203
81320200211,-160.7688256630525,67.34178970153557,-160.81986361984426,-160.68373450129195,67.27621968934687,67.39986007051284,17502.713854753292,88,88.0999984741211,67.0,2.9590283218688365,716.343590988807,207248.2369932725,1,0,4,2,1,582.0,0,1,7002175,1,5340,0,1,1,NODATA,Squirrel,207.24823699327249
81320200201,-160.9437765958645,67.22017109384885,-161.00362976193196,-160.82054289318202,67.16704370860293,67.27599663073245,18527.129674982967,93,33.70000076293945,75.0,2.0762694387204625,795.691650390625,189745.52313851108,1,0,5,4,1,758.0,0,1,7002175,1,5033,0,1,1,NODATA,Squirrel,189.7455231385111
81320200051,-161.002173878015,67.1351621374282,-161.02515214736067,-160.96971869618923,67.11695895680798,67.16676609274495,10626.070457594407,53,18.399999618530273,92.0,0.33128360966417403,2855.4075,171218.39346352598,1,0,4,2,1,375.0,0,2,7002175,1,313,3,2,1,Squirrel River,Squirrel,171.21839346352598
81320200041,-160.8809609723441,67.10763110009717,-160.96901899261482,-160.8161866645795,67.10056694103254,67.117772838393,10668.880922254377,53,11.600000381469727,117.0,0.34484799638784347,3189.2168,160592.32300592947,1,0,4,2,1,362.0,0,2,7002175,1,297,0,1,1,Squirrel River,Squirrel,160.59232300592947
81320200031,-160.7172174517957,67.10329363377461,-160.8154999478263,-160.63760387191604,67.08135028639381,67.11700446368904,19789.113497387007,99,6.700000286102295,101.0,0.13364120104797836,3799.494,149923.44208366878,1,0,5,2,1,390.0,0,2,7002175,1,282,0,1,1,Squirrel River,Squirrel,149.9234420836688
81320200021,-160.53670882849374,67.08291649777725,-160.63964823204142,-160.48225350566247,67.045936996043,67.09552457611181,12706.02001512252,64,4.599999904632568,137.0,0.08722759145802836,4181.4292,130134.32858627723,1,0,5,2,1,390.0,0,2,7002175,1,247,0,1,1,Squirrel River,Squirrel,130.13432858627723
81320200011,-160.40253711714894,67.01500076702675,-160.48158067835985,-160.35861206717095,66.9563048575324,67.05829901326831,16918.888529543234,85,0.0,184.0,0.30424397132933517,4711.8379,117428.30857115623,1,0,6,7,1,5420.0,0,2,7002175,1,229,0,1,1,Squirrel River,Squirrel,117.42830857115624
81350100406,-163.11048923221253,68.09979602997598,-163.11267227067063,-163.1083017520024,68.09955178714101,68.10009404269735,200.6126798045616,1,169.10000610351562,42.0,11.336913950407926,491.09585238835,88615.60350052582,6,0,5,1,1,94.0,0,-9999,7000081,0,-9999,1,0,1,Wulik River,Wulik,88.61560350052582
81350100391,-163.19548344120932,68.07709325517632,-163.27647496021356,-163.1039555091129,68.03980910515544,68.09939864946513,12862.503540044252,64,142.4499969482422,42.0,3.0746879455122267,546.9391421525838,88414.9908207203,1,0,5,2,1,268.0,0,1,7000081,1,3017,0,1,1,Wulik River,Wulik,88.41499082072029
81350100381,-163.36511416105358,68.02198195984144,-163.44740983241567,-163.27720952620058,68.0000030834649,68.03960144391652,10411.512183441035,52,108.5999984741211,42.0,2.539007246540585,1696.739990234375,75552.48728066563,1,0,5,1,1,547.0,0,1,7000081,1,2636,0,1,1,Wulik River,Wulik,75.55248728066563
81350100371,-163.46464473674817,67.9570868927904,-163.55480151007245,-163.44336097993107,67.92360037839266,67.9997341024834,11642.00039865476,58,81.94999694824219,42.0,2.2573697634560137,1802.7402591248647,65140.97509722354,1,0,4,2,1,127.0,0,1,7000081,1,2294,0,1,1,Wulik River,Wulik,65.14097509722355
81350100361,-163.61867437361792,67.89403424943458,-163.70223881885764,-163.55538691435535,67.87151126408227,67.9236874264409,10167.260899791003,51,58.20000076293945,48.0,1.9899813969776305,1898.8223742010396,53498.974698575315,1,0,4,2,1,331.0,0,1,7000081,1,1897,0,1,1,Wulik River,Wulik,53.49897469857532
81350100351,-163.80153801042158,67.85563882827812,-163.8935414827924,-163.70295529433784,67.84121656514898,67.87147439257262,10141.20942138233,51,42.900001525878906,54.0,1.414943100512421,1994.2846046638197,43331.71379879283,1,0,6,2,1,384.0,0,1,7000081,1,1518,0,1,1,Wulik River,Wulik,43.331713798792826
81350100341,-163.99044816533814,67.81735282282455,-164.08838895546373,-163.8942566372402,67.79693261088336,67.84116756891817,13650.185231796935,68,28.5,54.0,1.1007052734991936,2120.4311234896363,33190.50437741065,1,0,6,2,1,254.0,0,1,7000081,1,1143,0,1,1,Wulik River,Wulik,33.190504377410655
81350100331,-164.28198659904677,67.79074860698734,-164.4205740389181,-164.08910658198675,67.77261734388142,67.79817878307183,19376.34219826488,97,11.0,42.0,0.8086692038476293,2303.297084441066,19540.31914561574,1,0,5,1,1,270.0,0,1,7000081,1,618,0,1,1,Wulik River,Wulik,19.54031914561574
81350100326,-164.42262659555948,67.7719967119108,-164.4234469561353,-164.4212873132153,67.77138965615293,67.77251223189954,163.97694735203842,1,4.700000286102295,48.0,0.9191872394679663,2305.15673828125,163.97694735218278,6,0,3,1,1,108.0,0,-9999,7000081,0,-9999,2,1,0,Wulik River,Wulik,0.16397694735218277
