time,chl,n_valid,region
2022-04-16 12:00:00,,0,Hotham Inlet
2022-04-23 12:00:00,,0,Hotham Inlet
2022-04-30 12:00:00,,0,Hotham Inlet
2022-05-07 12:00:00,,0,Hotham Inlet
2022-05-14 12:00:00,,0,Hotham Inlet
2022-05-21 12:00:00,,0,Hotham Inlet
2022-05-28 12:00:00,3.9742608,26,Hotham Inlet
2022-06-04 12:00:00,5.2116256,71,Hotham Inlet
2022-06-11 12:00:00,4.462273,48,Hotham Inlet
2022-06-18 12:00:00,6.6790276,54,Hotham Inlet
2022-06-25 12:00:00,9.652671,25,Hotham Inlet
2022-07-02 12:00:00,9.470148,12,Hotham Inlet
2022-07-09 12:00:00,17.828722,28,Hotham Inlet
2022-07-16 12:00:00,15.492867,27,Hotham Inlet
2022-07-23 12:00:00,,0,Hotham Inlet
2022-08-10 12:00:00,,0,Hotham Inlet
2022-08-13 12:00:00,12.73562,17,Hotham Inlet
2022-08-20 12:00:00,6.648285,26,Hotham Inlet
2022-08-27 12:00:00,7.810606,23,Hotham Inlet
2022-09-03 12:00:00,7.9765425,29,Hotham Inlet
2022-09-10 12:00:00,3.5921917,23,Hotham Inlet
2022-09-17 12:00:00,,3,Hotham Inlet
2022-09-24 12:00:00,28.866745,23,Hotham Inlet
2022-10-01 12:00:00,,0,Hotham Inlet
2022-10-08 12:00:00,,0,Hotham Inlet
2022-10-15 12:00:00,,0,Hotham Inlet
2022-10-22 12:00:00,,0,Hotham Inlet
2022-10-29 12:00:00,,0,Hotham Inlet
2022-11-05 12:00:00,,0,Hotham Inlet
2022-11-12 12:00:00,,0,Hotham Inlet
2022-11-19 12:00:00,,0,Hotham Inlet
2022-11-26 12:00:00,,0,Hotham Inlet
2022-12-03 12:00:00,,0,Hotham Inlet
2022-12-10 12:00:00,,0,Hotham Inlet
2022-12-17 12:00:00,,0,Hotham Inlet
2022-12-24 12:00:00,,0,Hotham Inlet
2023-01-01 12:00:00,,0,Hotham Inlet
2023-01-08 12:00:00,,0,Hotham Inlet
2023-01-15 12:00:00,,0,Hotham Inlet
2023-01-22 12:00:00,,0,Hotham Inlet
2023-01-29 12:00:00,,0,Hotham Inlet
2023-02-05 12:00:00,,0,Hotham Inlet
2023-02-12 12:00:00,,0,Hotham Inlet
2023-02-19 12:00:00,,0,Hotham Inlet
2023-02-26 12:00:00,,0,Hotham Inlet
2023-03-05 12:00:00,,0,Hotham Inlet
2023-03-12 12:00:00,,0,Hotham Inlet
2023-03-19 12:00:00,,0,Hotham Inlet
2023-03-26 12:00:00,,0,Hotham Inlet
2023-04-02 12:00:00,,0,Hotham Inlet
2023-04-09 12:00:00,,0,Hotham Inlet
2023-04-16 12:00:00,,0,Hotham Inlet
2023-04-23 12:00:00,,0,Hotham Inlet
2023-04-30 12:00:00,,0,Hotham Inlet
2023-05-07 12:00:00,,0,Hotham Inlet
2023-05-14 12:00:00,,0,Hotham Inlet
2023-05-21 12:00:00,,4,Hotham Inlet
2023-05-28 12:00:00,,1,Hotham Inlet
2023-06-04 12:00:00,2.637897,26,Hotham Inlet
2023-06-11 12:00:00,8.110392,42,Hotham Inlet
2023-06-18 12:00:00,4.059462,15,Hotham Inlet
2023-06-25 12:00:00,15.155345,34,Hotham Inlet
2023-07-09 12:00:00,6.1311383,15,Hotham Inlet
2023-07-16 12:00:00,9.788057,32,Hotham Inlet
2023-07-23 12:00:00,6.174093,27,Hotham Inlet
2023-07-30 12:00:00,3.0459094,17,Hotham Inlet
2023-08-01 12:00:00,4.876631,26,Hotham Inlet
2023-08-06 12:00:00,4.741371,16,Hotham Inlet
2023-08-13 12:00:00,4.654957,19,Hotham Inlet
2023-08-27 12:00:00,4.437718,24,Hotham Inlet
2023-09-03 12:00:00,7.0628004,27,Hotham Inlet
2023-10-22 12:00:00,,0,Hotham Inlet
2023-10-29 12:00:00,,0,Hotham Inlet
2023-11-05 12:00:00,,0,Hotham Inlet
2023-11-12 12:00:00,,0,Hotham Inlet
2023-11-19 12:00:00,,0,Hotham Inlet
2023-11-26 12:00:00,,0,Hotham Inlet
2023-12-03 12:00:00,,0,Hotham Inlet
2023-12-10 12:00:00,,0,Hotham Inlet
2023-12-17 12:00:00,,0,Hotham Inlet
2023-12-24 12:00:00,,0,Hotham Inlet
2024-01-01 12:00:00,,0,Hotham Inlet
2024-01-08 12:00:00,,0,Hotham Inlet
2024-01-15 12:00:00,,0,Hotham Inlet
2024-01-22 12:00:00,,0,Hotham Inlet
2024-01-29 12:00:00,,0,Hotham Inlet
2024-02-05 12:00:00,,0,Hotham Inlet
2024-02-12 12:00:00,,0,Hotham Inlet
2024-02-19 12:00:00,,0,Hotham Inlet
2024-02-26 12:00:00,,0,Hotham Inlet
2024-03-04 12:00:00,,0,Hotham Inlet
2024-03-11 12:00:00,,0,Hotham Inlet
2024-03-18 12:00:00,,0,Hotham Inlet
2024-03-25 12:00:00,,0,Hotham Inlet
2024-04-01 12:00:00,,0,Hotham Inlet
2024-04-08 12:00:00,,0,Hotham Inlet
2024-04-15 12:00:00,,0,Hotham Inlet
2024-04-22 12:00:00,,0,Hotham Inlet
2024-04-29 12:00:00,,0,Hotham Inlet
2024-05-06 12:00:00,,0,Hotham Inlet
2024-05-13 12:00:00,,0,Hotham Inlet
2024-05-20 12:00:00,,0,Hotham Inlet
2024-05-27 12:00:00,7.1833444,8,Hotham Inlet
2024-06-03 12:00:00,6.7204604,43,Hotham Inlet
2024-06-10 12:00:00,9.810856,56,Hotham Inlet
2024-06-17 12:00:00,15.879371,55,Hotham Inlet
2024-06-24 12:00:00,16.145853,54,Hotham Inlet
2024-07-01 12:00:00,10.288289,49,Hotham Inlet
2024-07-08 12:00:00,23.613665,35,Hotham Inlet
2024-07-15 12:00:00,9.942042,51,Hotham Inlet
2024-07-22 12:00:00,13.551788,49,Hotham Inlet
2024-07-29 12:00:00,21.410812,50,Hotham Inlet
2024-08-05 12:00:00,10.015526,40,Hotham Inlet
2024-08-12 12:00:00,,6,Hotham Inlet
2024-08-19 12:00:00,11.706255,26,Hotham Inlet
2024-08-26 12:00:00,12.925455,62,Hotham Inlet
2024-09-02 12:00:00,12.006329,37,Hotham Inlet
2024-09-09 12:00:00,7.440982,35,Hotham Inlet
2024-09-16 12:00:00,16.679008,61,Hotham Inlet
2024-09-23 12:00:00,21.23162,60,Hotham Inlet
2024-09-30 12:00:00,,0,Hotham Inlet
2024-10-07 12:00:00,,0,Hotham Inlet
2024-10-14 12:00:00,,0,Hotham Inlet
2024-10-21 12:00:00,,0,Hotham Inlet
2024-10-30 12:00:00,,0,Hotham Inlet
2024-11-04 12:00:00,,0,Hotham Inlet
2024-11-11 12:00:00,,0,Hotham Inlet
2024-11-18 12:00:00,,0,Hotham Inlet
2024-11-25 12:00:00,,0,Hotham Inlet
2024-12-02 12:00:00,,0,Hotham Inlet
2024-12-09 12:00:00,,0,Hotham Inlet
2024-12-19 12:00:00,,0,Hotham Inlet
2024-12-23 12:00:00,,0,Hotham Inlet
2024-12-30 12:00:00,,0,Hotham Inlet
2025-01-01 12:00:00,,0,Hotham Inlet
2025-01-08 12:00:00,,0,Hotham Inlet
2025-01-15 12:00:00,,0,Hotham Inlet
2025-01-22 12:00:00,,0,Hotham Inlet
2025-01-29 12:00:00,,0,Hotham Inlet
2025-02-05 12:00:00,,0,Hotham Inlet
2025-02-12 12:00:00,,0,Hotham Inlet
2025-02-19 12:00:00,,0,Hotham Inlet
2025-02-26 12:00:00,,0,Hotham Inlet
2025-03-05 12:00:00,,0,Hotham Inlet
2025-03-12 12:00:00,,0,Hotham Inlet
2025-03-19 12:00:00,,0,Hotham Inlet
2025-03-26 12:00:00,,0,Hotham Inlet
2025-04-02 12:00:00,,0,Hotham Inlet
2025-04-09 12:00:00,,0,Hotham Inlet
2025-04-16 12:00:00,,0,Hotham Inlet
2025-04-23 12:00:00,,0,Hotham Inlet
2025-04-30 12:00:00,,0,Hotham Inlet
2025-05-07 12:00:00,,0,Hotham Inlet
2025-05-14 12:00:00,,0,Hotham Inlet
2025-06-25 12:00:00,22.131983,116,Hotham Inlet
2025-07-02 12:00:00,21.980751,132,Hotham Inlet
2025-07-09 12:00:00,26.942644,127,Hotham Inlet
2025-07-16 12:00:00,,3,Hotham Inlet
2025-07-23 12:00:00,23.948858,118,Hotham Inlet
2025-07-30 12:00:00,37.310966,122,Hotham Inlet
2025-08-06 12:00:00,12.869513,54,Hotham Inlet
2025-08-13 12:00:00,23.146755,130,Hotham Inlet
2025-08-20 12:00:00,15.295044,120,Hotham Inlet
2025-08-27 12:00:00,11.346886,11,Hotham Inlet
2025-09-03 12:00:00,10.260704,137,Hotham Inlet
2025-09-10 12:00:00,10.908988,149,Hotham Inlet
2025-09-17 12:00:00,15.484881,134,Hotham Inlet
2025-09-24 12:00:00,22.866997,110,Hotham Inlet
2025-10-01 12:00:00,,0,Hotham Inlet
2025-10-08 12:00:00,,0,Hotham Inlet
2025-10-15 12:00:00,,0,Hotham Inlet
2025-10-22 12:00:00,,0,Hotham Inlet
2025-10-29 12:00:00,,0,Hotham Inlet
2025-11-05 12:00:00,,0,Hotham Inlet
2025-11-12 12:00:00,,0,Hotham Inlet
2025-11-19 12:00:00,,0,Hotham Inlet
2025-11-26 12:00:00,,0,Hotham Inlet
2025-12-03 12:00:00,,0,Hotham Inlet
2025-12-10 12:00:00,,0,Hotham Inlet
2025-12-17 12:00:00,,0,Hotham Inlet
2025-12-24 12:00:00,,0,Hotham Inlet
2025-12-31 12:00:00,,0,Hotham Inlet
2026-01-01 12:00:00,,0,Hotham Inlet
2026-01-08 12:00:00,,0,Hotham Inlet
2026-01-15 12:00:00,,0,Hotham Inlet
2026-01-29 12:00:00,,0,Hotham Inlet
2026-02-05 12:00:00,,0,Hotham Inlet
2026-02-12 12:00:00,,0,Hotham Inlet
2026-02-19 12:00:00,,0,Hotham Inlet
2026-02-26 12:00:00,,0,Hotham Inlet
2026-03-05 12:00:00,,0,Hotham Inlet
2026-03-12 12:00:00,,0,Hotham Inlet
2026-03-19 12:00:00,,0,Hotham Inlet
2026-03-26 12:00:00,,0,Hotham Inlet
2026-04-02 12:00:00,,0,Hotham Inlet
2026-04-10 12:00:00,,0,Hotham Inlet
2026-04-16 12:00:00,,0,Hotham Inlet
2026-04-23 12:00:00,,0,Hotham Inlet
2026-04-30 12:00:00,,0,Hotham Inlet
2026-05-07 12:00:00,,1,Hotham Inlet
2026-05-14 12:00:00,2.7491848,27,Hotham Inlet
2026-05-21 12:00:00,5.2713995,54,Hotham Inlet
2026-05-28 12:00:00,9.669525,98,Hotham Inlet
2026-06-04 12:00:00,14.83174,45,Hotham Inlet
2026-06-11 12:00:00,12.581235,57,Hotham Inlet
2026-06-18 12:00:00,14.773539,69,Hotham Inlet
2026-06-25 12:00:00,13.398994,61,Hotham Inlet
2026-07-02 12:00:00,19.894238,64,Hotham Inlet
2026-07-09 12:00:00,15.180756,51,Hotham Inlet
2026-07-16 12:00:00,,6,Hotham Inlet
2026-07-23 12:00:00,16.90824,61,Hotham Inlet
2026-07-30 12:00:00,,2,Hotham Inlet
2026-08-06 12:00:00,19.591908,58,Hotham Inlet
2012-01-02 12:00:00,,0,Inner sound
2012-01-08 12:00:00,,0,Inner sound
2012-01-15 12:00:00,,0,Inner sound
2012-01-22 12:00:00,,0,Inner sound
2012-01-29 12:00:00,,0,Inner sound
2012-02-05 12:00:00,,0,Inner sound
2012-02-12 12:00:00,,0,Inner sound
2012-02-19 12:00:00,,0,Inner sound
2012-02-26 12:00:00,,0,Inner sound
2012-03-04 12:00:00,,0,Inner sound
2012-03-11 12:00:00,,0,Inner sound
2012-03-18 12:00:00,,0,Inner sound
2012-03-26 12:00:00,,0,Inner sound
2012-04-01 12:00:00,,0,Inner sound
2012-04-08 12:00:00,,0,Inner sound
2012-04-15 12:00:00,,0,Inner sound
2012-04-22 12:00:00,,0,Inner sound
2012-04-29 12:00:00,,0,Inner sound
2012-05-06 12:00:00,,0,Inner sound
2012-05-13 12:00:00,,0,Inner sound
2012-05-20 12:00:00,,0,Inner sound
2012-05-27 12:00:00,,0,Inner sound
2012-06-03 12:00:00,,0,Inner sound
2012-06-10 12:00:00,,0,Inner sound
2012-06-17 12:00:00,,0,Inner sound
2012-06-24 12:00:00,7.7512236,23,Inner sound
2012-07-01 12:00:00,8.581622,410,Inner sound
2012-07-08 12:00:00,6.0157127,507,Inner sound
2012-07-15 12:00:00,6.06929,361,Inner sound
2012-07-22 12:00:00,8.014906,226,Inner sound
2012-07-29 12:00:00,3.1310463,388,Inner sound
2012-08-05 12:00:00,4.8383474,451,Inner sound
2012-08-12 12:00:00,5.5203433,476,Inner sound
2012-08-19 12:00:00,2.8504045,407,Inner sound
2012-08-26 12:00:00,4.902687,81,Inner sound
2012-09-02 12:00:00,5.6459455,515,Inner sound
2012-09-09 12:00:00,7.9809556,629,Inner sound
2012-09-16 12:00:00,6.1364584,105,Inner sound
2012-09-23 12:00:00,5.542235,507,Inner sound
2012-09-30 12:00:00,,0,Inner sound
2012-10-07 12:00:00,,0,Inner sound
2012-10-14 12:00:00,,0,Inner sound
2012-10-21 12:00:00,,0,Inner sound
2012-10-28 12:00:00,,0,Inner sound
2012-11-04 12:00:00,,0,Inner sound
2012-11-11 12:00:00,,0,Inner sound
2012-11-18 12:00:00,,0,Inner sound
2012-11-25 12:00:00,,0,Inner sound
2012-12-02 12:00:00,,0,Inner sound
2012-12-09 12:00:00,,0,Inner sound
2012-12-16 12:00:00,,0,Inner sound
2012-12-23 12:00:00,,0,Inner sound
2013-01-01 12:00:00,,0,Inner sound
2013-01-08 12:00:00,,0,Inner sound
2013-01-15 12:00:00,,0,Inner sound
2013-01-22 12:00:00,,0,Inner sound
2013-01-29 12:00:00,,0,Inner sound
2013-02-05 12:00:00,,0,Inner sound
2013-02-12 12:00:00,,0,Inner sound
2013-02-19 12:00:00,,0,Inner sound
2013-02-26 12:00:00,,0,Inner sound
2013-03-05 12:00:00,,0,Inner sound
2013-03-12 12:00:00,,0,Inner sound
2013-03-19 12:00:00,,0,Inner sound
2013-03-26 12:00:00,,0,Inner sound
2013-04-02 12:00:00,,0,Inner sound
2013-04-09 12:00:00,,0,Inner sound
2013-04-16 12:00:00,,0,Inner sound
2013-04-23 12:00:00,,0,Inner sound
2013-04-30 12:00:00,,0,Inner sound
2013-05-07 12:00:00,,0,Inner sound
2013-05-14 12:00:00,,0,Inner sound
2013-05-21 12:00:00,,0,Inner sound
2013-05-28 12:00:00,,0,Inner sound
2013-06-04 12:00:00,,0,Inner sound
2013-06-11 12:00:00,,0,Inner sound
2013-06-18 12:00:00,8.851404,537,Inner sound
2013-06-25 12:00:00,7.5524917,285,Inner sound
2013-07-02 12:00:00,3.7274222,374,Inner sound
2013-07-09 12:00:00,6.834387,630,Inner sound
2013-07-16 12:00:00,2.8892517,548,Inner sound
2013-07-23 12:00:00,3.9846895,413,Inner sound
2013-07-30 12:00:00,2.624525,440,Inner sound
2013-08-06 12:00:00,1.7025733,332,Inner sound
2013-08-13 12:00:00,2.861767,628,Inner sound
2013-08-20 12:00:00,3.5538802,630,Inner sound
2013-08-27 12:00:00,2.9555907,615,Inner sound
2013-09-03 12:00:00,3.561214,601,Inner sound
2013-09-10 12:00:00,4.8278112,549,Inner sound
2013-09-17 12:00:00,4.27271,593,Inner sound
2013-09-24 12:00:00,4.5177445,623,Inner sound
2013-10-01 12:00:00,3.9383721,24,Inner sound
2013-10-08 12:00:00,,0,Inner sound
2013-10-15 12:00:00,,0,Inner sound
2013-10-22 12:00:00,,0,Inner sound
2013-10-29 12:00:00,,0,Inner sound
2013-11-05 12:00:00,,0,Inner sound
2013-11-12 12:00:00,,0,Inner sound
2013-11-19 12:00:00,,0,Inner sound
2013-11-26 12:00:00,,0,Inner sound
2013-12-03 12:00:00,,0,Inner sound
2013-12-10 12:00:00,,0,Inner sound
2013-12-17 12:00:00,,0,Inner sound
2013-12-24 12:00:00,,0,Inner sound
2014-01-01 12:00:00,,0,Inner sound
2014-01-08 12:00:00,,0,Inner sound
2014-01-15 12:00:00,,0,Inner sound
2014-01-22 12:00:00,,0,Inner sound
2014-01-29 12:00:00,,0,Inner sound
2014-02-05 12:00:00,,0,Inner sound
2014-02-12 12:00:00,,0,Inner sound
2014-02-19 12:00:00,,0,Inner sound
2014-02-26 12:00:00,,0,Inner sound
2014-03-05 12:00:00,,0,Inner sound
2014-03-12 12:00:00,,0,Inner sound
2014-03-19 12:00:00,,0,Inner sound
2014-03-26 12:00:00,,0,Inner sound
2014-04-02 12:00:00,,0,Inner sound
2014-04-09 12:00:00,,0,Inner sound
2014-04-16 12:00:00,,0,Inner sound
2014-04-23 12:00:00,,0,Inner sound
2014-04-30 12:00:00,,0,Inner sound
2014-05-07 12:00:00,,0,Inner sound
2014-05-14 12:00:00,,0,Inner sound
2014-05-21 12:00:00,,0,Inner sound
2014-05-28 12:00:00,,0,Inner sound
2014-06-04 12:00:00,,3,Inner sound
2014-06-11 12:00:00,6.6987543,204,Inner sound
2014-06-18 12:00:00,5.499654,192,Inner sound
2014-06-25 12:00:00,6.381797,178,Inner sound
2014-07-02 12:00:00,5.94911,608,Inner sound
2014-07-09 12:00:00,6.4442115,343,Inner sound
2014-07-16 12:00:00,6.2951765,66,Inner sound
2014-07-23 12:00:00,6.9617076,231,Inner sound
2014-07-30 12:00:00,8.264242,628,Inner sound
2014-08-06 12:00:00,8.838131,629,Inner sound
2014-08-13 12:00:00,10.339803,612,Inner sound
2014-08-20 12:00:00,6.3673773,623,Inner sound
2014-08-27 12:00:00,6.3169365,412,Inner sound
2014-09-03 12:00:00,7.070404,632,Inner sound
2014-09-10 12:00:00,6.0679545,511,Inner sound
2014-09-17 12:00:00,5.3820224,625,Inner sound
2014-09-24 12:00:00,4.4895325,219,Inner sound
2014-10-01 12:00:00,,0,Inner sound
2014-10-08 12:00:00,,0,Inner sound
2014-10-15 12:00:00,,0,Inner sound
2014-10-22 12:00:00,,0,Inner sound
2014-10-29 12:00:00,,0,Inner sound
2014-11-05 12:00:00,,0,Inner sound
2014-11-12 12:00:00,,0,Inner sound
2014-11-19 12:00:00,,0,Inner sound
2014-11-26 12:00:00,,0,Inner sound
2014-12-03 12:00:00,,0,Inner sound
2014-12-10 12:00:00,,0,Inner sound
2014-12-17 12:00:00,,0,Inner sound
2014-12-24 12:00:00,,0,Inner sound
2015-01-01 12:00:00,,0,Inner sound
2015-01-08 12:00:00,,0,Inner sound
2015-01-15 12:00:00,,0,Inner sound
2015-01-22 12:00:00,,0,Inner sound
2015-01-29 12:00:00,,0,Inner sound
2015-02-05 12:00:00,,0,Inner sound
2015-02-12 12:00:00,,0,Inner sound
2015-02-19 12:00:00,,0,Inner sound
2015-02-26 12:00:00,,0,Inner sound
2015-03-05 12:00:00,,0,Inner sound
2015-03-12 12:00:00,,0,Inner sound
2015-03-19 12:00:00,,0,Inner sound
2015-03-26 12:00:00,,0,Inner sound
2015-04-02 12:00:00,,0,Inner sound
2015-04-09 12:00:00,,0,Inner sound
2015-04-16 12:00:00,,0,Inner sound
2015-04-23 12:00:00,,0,Inner sound
2015-04-30 12:00:00,,0,Inner sound
2015-05-07 12:00:00,,0,Inner sound
2015-05-14 12:00:00,,0,Inner sound
2015-05-21 12:00:00,,0,Inner sound
2015-05-28 12:00:00,8.812059,128,Inner sound
2015-06-04 12:00:00,9.504923,103,Inner sound
2015-06-11 12:00:00,6.795719,423,Inner sound
2015-06-18 12:00:00,6.6611342,619,Inner sound
2015-06-25 12:00:00,3.7326734,240,Inner sound
2015-07-02 12:00:00,3.6343687,95,Inner sound
2015-07-09 12:00:00,5.021577,267,Inner sound
2015-07-16 12:00:00,3.2631564,600,Inner sound
2015-07-23 12:00:00,3.7557032,566,Inner sound
2015-07-30 12:00:00,3.9089856,627,Inner sound
2015-08-06 12:00:00,4.49553,624,Inner sound
2015-08-13 12:00:00,2.8465903,515,Inner sound
2015-08-20 12:00:00,4.586847,294,Inner sound
2015-08-27 12:00:00,7.7343216,286,Inner sound
2015-09-03 12:00:00,4.6525593,630,Inner sound
2015-09-10 12:00:00,4.9241414,628,Inner sound
2015-09-17 12:00:00,5.159304,619,Inner sound
2015-09-24 12:00:00,4.0731606,357,Inner sound
2015-10-01 12:00:00,,0,Inner sound
2015-10-08 12:00:00,,0,Inner sound
2015-10-15 12:00:00,,0,Inner sound
2015-10-22 12:00:00,,0,Inner sound
2015-10-29 12:00:00,,0,Inner sound
2015-11-05 12:00:00,,0,Inner sound
2015-11-12 12:00:00,,0,Inner sound
2015-11-19 12:00:00,,0,Inner sound
2015-11-26 12:00:00,,0,Inner sound
2015-12-03 12:00:00,,0,Inner sound
2015-12-10 12:00:00,,0,Inner sound
2015-12-17 12:00:00,,0,Inner sound
2015-12-24 12:00:00,,0,Inner sound
2016-01-01 12:00:00,,0,Inner sound
2016-01-08 12:00:00,,0,Inner sound
2016-01-15 12:00:00,,0,Inner sound
2016-01-22 12:00:00,,0,Inner sound
2016-01-29 12:00:00,,0,Inner sound
2016-02-05 12:00:00,,0,Inner sound
2016-02-12 12:00:00,,0,Inner sound
2016-02-19 12:00:00,,0,Inner sound
2016-02-26 12:00:00,,0,Inner sound
2016-03-04 12:00:00,,0,Inner sound
2016-03-11 12:00:00,,0,Inner sound
2016-03-18 12:00:00,,0,Inner sound
2016-03-25 12:00:00,,0,Inner sound
2016-04-01 12:00:00,,0,Inner sound
2016-04-08 12:00:00,,0,Inner sound
2016-04-15 12:00:00,,0,Inner sound
2016-04-22 12:00:00,,0,Inner sound
2016-04-29 12:00:00,,0,Inner sound
2016-05-06 12:00:00,,0,Inner sound
2016-05-13 12:00:00,,0,Inner sound
2016-05-20 12:00:00,,0,Inner sound
2016-05-27 12:00:00,6.455111,32,Inner sound
2016-06-03 12:00:00,7.107466,173,Inner sound
2016-06-10 12:00:00,4.7937403,400,Inner sound
2016-06-17 12:00:00,3.2158108,94,Inner sound
2016-06-24 12:00:00,4.0120635,285,Inner sound
2016-07-01 12:00:00,3.395078,592,Inner sound
2016-07-08 12:00:00,2.9767466,611,Inner sound
2016-07-15 12:00:00,2.2035139,411,Inner sound
2016-07-22 12:00:00,2.8901277,429,Inner sound
2016-07-29 12:00:00,3.6475801,627,Inner sound
2016-08-05 12:00:00,2.833445,489,Inner sound
2016-08-12 12:00:00,3.678242,628,Inner sound
2016-08-19 12:00:00,3.6667645,444,Inner sound
2016-08-26 12:00:00,4.1769853,628,Inner sound
2016-09-02 12:00:00,4.90947,630,Inner sound
2016-09-09 12:00:00,4.926375,621,Inner sound
2016-09-16 12:00:00,5.474641,432,Inner sound
2016-09-23 12:00:00,5.0317225,441,Inner sound
2016-09-30 12:00:00,,0,Inner sound
2016-10-07 12:00:00,,0,Inner sound
2016-10-14 12:00:00,,0,Inner sound
2016-10-21 12:00:00,,0,Inner sound
2016-10-28 12:00:00,,0,Inner sound
2016-11-04 12:00:00,,0,Inner sound
2016-11-11 12:00:00,,0,Inner sound
2016-11-18 12:00:00,,0,Inner sound
2016-11-25 12:00:00,,0,Inner sound
2016-12-02 12:00:00,,0,Inner sound
2016-12-09 12:00:00,,0,Inner sound
2016-12-16 12:00:00,,0,Inner sound
2016-12-23 12:00:00,,0,Inner sound
2017-01-01 12:00:00,,0,Inner sound
2017-01-08 12:00:00,,0,Inner sound
2017-01-15 12:00:00,,0,Inner sound
2017-01-22 12:00:00,,0,Inner sound
2017-01-29 12:00:00,,0,Inner sound
2017-02-05 12:00:00,,0,Inner sound
2017-02-12 12:00:00,,0,Inner sound
2017-02-19 12:00:00,,0,Inner sound
2017-02-26 12:00:00,,0,Inner sound
2017-03-05 12:00:00,,0,Inner sound
2017-03-12 12:00:00,,0,Inner sound
2017-03-19 12:00:00,,0,Inner sound
2017-03-26 12:00:00,,0,Inner sound
2017-04-02 12:00:00,,0,Inner sound
2017-04-09 12:00:00,,0,Inner sound
2017-04-16 12:00:00,,0,Inner sound
2017-04-23 12:00:00,,0,Inner sound
2017-04-30 12:00:00,,0,Inner sound
2017-05-07 12:00:00,,0,Inner sound
2017-05-14 12:00:00,,0,Inner sound
2017-05-21 12:00:00,,0,Inner sound
2017-05-28 12:00:00,,0,Inner sound
2017-06-04 12:00:00,,0,Inner sound
2017-06-11 12:00:00,6.0689335,94,Inner sound
2017-06-18 12:00:00,3.5449152,124,Inner sound
2017-06-25 12:00:00,3.171566,561,Inner sound
2017-07-02 12:00:00,6.6628966,616,Inner sound
2017-07-09 12:00:00,3.9542215,621,Inner sound
2017-07-16 12:00:00,4.3468723,364,Inner sound
2017-07-23 12:00:00,4.5321345,506,Inner sound
2017-07-30 12:00:00,3.8490777,619,Inner sound
2017-08-06 12:00:00,3.2530801,401,Inner sound
2017-08-13 12:00:00,4.639093,380,Inner sound
2017-08-20 12:00:00,5.381858,625,Inner sound
2017-08-27 12:00:00,5.016712,630,Inner sound
2017-09-03 12:00:00,4.465698,625,Inner sound
2017-09-10 12:00:00,5.9086924,269,Inner sound
2017-09-17 12:00:00,6.3490205,348,Inner sound
2017-09-24 12:00:00,5.709509,620,Inner sound
2017-10-01 12:00:00,,0,Inner sound
2017-10-08 12:00:00,,0,Inner sound
2017-10-15 12:00:00,,0,Inner sound
2017-10-22 12:00:00,,0,Inner sound
2017-10-29 12:00:00,,0,Inner sound
2017-11-05 12:00:00,,0,Inner sound
2017-11-12 12:00:00,,0,Inner sound
2017-11-19 12:00:00,,0,Inner sound
2017-11-26 12:00:00,,0,Inner sound
2017-12-03 12:00:00,,0,Inner sound
2017-12-10 12:00:00,,0,Inner sound
2017-12-17 12:00:00,,0,Inner sound
2017-12-24 12:00:00,,0,Inner sound
2018-01-01 12:00:00,,0,Inner sound
2018-01-08 12:00:00,,0,Inner sound
2018-01-15 12:00:00,,0,Inner sound
2018-01-22 12:00:00,,0,Inner sound
2018-01-29 12:00:00,,0,Inner sound
2018-02-05 12:00:00,,0,Inner sound
2018-02-12 12:00:00,,0,Inner sound
2018-02-19 12:00:00,,0,Inner sound
2018-02-26 12:00:00,,0,Inner sound
2018-03-05 12:00:00,,0,Inner sound
2018-03-12 12:00:00,,0,Inner sound
2018-03-19 12:00:00,,0,Inner sound
2018-03-26 12:00:00,,0,Inner sound
2018-04-02 12:00:00,,0,Inner sound
2018-04-09 12:00:00,,0,Inner sound
2018-04-16 12:00:00,,0,Inner sound
2018-04-23 12:00:00,,0,Inner sound
2018-04-30 12:00:00,,0,Inner sound
2018-05-07 12:00:00,,0,Inner sound
2018-05-14 12:00:00,,6,Inner sound
2018-05-21 12:00:00,,6,Inner sound
2018-05-28 12:00:00,7.2152424,238,Inner sound
2018-06-04 12:00:00,6.349972,308,Inner sound
2018-06-11 12:00:00,4.8894224,341,Inner sound
2018-06-18 12:00:00,5.998707,328,Inner sound
2018-06-25 12:00:00,6.2436,585,Inner sound
2018-07-02 12:00:00,4.272078,586,Inner sound
2018-07-09 12:00:00,4.9346027,366,Inner sound
2018-07-16 12:00:00,7.1003633,59,Inner sound
2018-07-23 12:00:00,5.7457724,595,Inner sound
2018-07-30 12:00:00,5.607451,597,Inner sound
2018-08-06 12:00:00,4.5147696,589,Inner sound
2018-08-13 12:00:00,4.8577614,620,Inner sound
2018-08-20 12:00:00,3.6709201,384,Inner sound
2018-08-27 12:00:00,5.4093204,628,Inner sound
2018-09-03 12:00:00,4.6661873,631,Inner sound
2018-09-10 12:00:00,6.0550036,416,Inner sound
2018-09-17 12:00:00,5.7046614,624,Inner sound
2018-09-24 12:00:00,6.102928,618,Inner sound
2018-10-01 12:00:00,,0,Inner sound
2018-10-08 12:00:00,,0,Inner sound
2018-10-15 12:00:00,,0,Inner sound
2018-10-22 12:00:00,,0,Inner sound
2018-10-29 12:00:00,,0,Inner sound
