reach_id,time_str,wse,width,slope,slope2,d_x_area,area_total,reach_q,ice_clim_f,dark_frac,sos_consensus_q,sos_hivdi_q,sos_metroman_q,sos_momma_q,sos_sad_q,sos_sic4dvar_q,wse_units,width_units,slope_units,slope2_units,d_x_area_units,area_total_units,dark_frac_units,sos_consensus_q_units,sos_hivdi_q_units,sos_metroman_q_units,sos_momma_q_units,sos_sad_q_units,sos_sic4dvar_q_units
81320700021,2023-03-31T12:06:09Z,21.7651,273.970444,0.00024396629,6.173435e-05,-999999999999.0,2946813.9,2,2,0.775405,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,m,m,m/m,m/m,m^2,m^2,1,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s
81320700021,2023-04-02T11:47:24Z,21.3485,266.293694,0.00049371198,0.00012817075,-999999999999.0,2864243.1,2,2,0.776105,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,m,m,m/m,m/m,m^2,m^2,1,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s
81320700021,2023-04-03T11:38:02Z,22.2684,285.024481,0.00017064468,4.179123e-05,-999999999999.0,3065710.6,2,2,0.775248,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,m,m,m/m,m/m,m^2,m^2,1,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s
81320700021,2023-04-04T11:28:40Z,23.1211,368.710676,-6.70332e-05,8.664108e-05,-999999999999.0,3965835.6,2,2,0.284647,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,m,m,m/m,m/m,m^2,m^2,1,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s
81320700021,2023-04-05T11:19:18Z,22.804,358.56471,0.00017779763,7.94244e-06,-999999999999.0,3856706.1,1,2,0.405183,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,m,m,m/m,m/m,m^2,m^2,1,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s
81320700021,2023-04-06T11:09:56Z,23.0172,359.793453,-9.61334e-05,8.31023e-06,-999999999999.0,3869922.4,1,2,0.298321,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,m,m,m/m,m/m,m^2,m^2,1,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s
81320700021,2023-04-07T11:00:34Z,22.8508,360.80422,0.00017424005,5.638179e-05,-999999999999.0,3880794.1,2,2,0.304099,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,m,m,m/m,m/m,m^2,m^2,1,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s
81320700021,2023-04-08T10:51:12Z,23.1205,353.04116,1.241206e-05,0.00010715368,-999999999999.0,3797295.0,2,2,0.306925,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,m,m,m/m,m/m,m^2,m^2,1,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s
81320700021,2023-04-09T10:41:50Z,22.4092,279.136902,0.00018778183,3.892967e-05,-999999999999.0,3002384.1,2,2,0.726619,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,m,m,m/m,m/m,m^2,m^2,1,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s
81320700021,2023-04-10T10:32:28Z,22.5031,268.160539,0.00026617291,5.65283e-06,-999999999999.0,2884322.8,2,2,0.713947,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,m,m,m/m,m/m,m^2,m^2,1,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s
81320700021,2023-04-11T10:23:06Z,22.452,345.720982,0.00016669066,0.0001396015,-999999999999.0,3718559.5,1,2,0.388949,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,m,m,m/m,m/m,m^2,m^2,1,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s
81320700021,2023-04-12T10:13:44Z,22.9311,351.896406,0.0001102351,6.342461e-05,-999999999999.0,3784982.1,2,2,0.302232,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,m,m,m/m,m/m,m^2,m^2,1,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s
81320700021,2023-04-13T10:04:23Z,22.995,352.61437,9.447608e-05,-1.41798e-05,-999999999999.0,3792704.5,2,2,0.301502,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,m,m,m/m,m/m,m^2,m^2,1,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s
81320700021,2023-04-14T09:55:01Z,22.5502,346.771319,0.00014645062,-9.3573e-06,-999999999999.0,3729856.9,2,2,0.32388,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,m,m,m/m,m/m,m^2,m^2,1,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s
81320700021,2023-04-15T09:45:38Z,22.4471,358.414293,0.00020337178,0.0001079518,-999999999999.0,3855088.2,2,2,0.30394,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,m,m,m/m,m/m,m^2,m^2,1,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s
81320700021,2023-04-16T09:36:16Z,22.7704,350.298146,7.216389e-05,0.00010995346,-999999999999.0,3767791.3,1,2,0.318764,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,m,m,m/m,m/m,m^2,m^2,1,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s
81320700021,2023-04-17T09:26:54Z,22.5451,359.760395,0.00016912855,2.196755e-05,-999999999999.0,3869566.8,2,2,0.284004,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,m,m,m/m,m/m,m^2,m^2,1,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s
