reach_id,time_str,wse,width,slope,slope2,d_x_area,area_total,reach_q,ice_clim_f,dark_frac,sos_consensus_q,sos_hivdi_q,sos_metroman_q,sos_momma_q,sos_sad_q,sos_sic4dvar_q,wse_units,width_units,slope_units,slope2_units,d_x_area_units,area_total_units,dark_frac_units,sos_consensus_q_units,sos_hivdi_q_units,sos_metroman_q_units,sos_momma_q_units,sos_sad_q_units,sos_sic4dvar_q_units
81320100145,2023-07-29T01:26:04Z,1.5199,682.042073,-6.62929e-05,-0.0001059851,-999999999999.0,8157310.4,1,0,0.143427,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,m,m,m/m,m/m,m^2,m^2,1,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s
81320100145,2023-08-02T16:42:49Z,5.5786,415.731918,0.00076820045,0.00070934039,-999999999999.0,920910.9,1,0,0.394509,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,m,m,m/m,m/m,m^2,m^2,1,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s
81320100145,2023-08-03T16:43:36Z,1.3033,695.395972,-0.0001482239,-0.0001409327,-999999999999.0,8451761.3,1,0,0.156216,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,m,m,m/m,m/m,m^2,m^2,1,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s
81320100145,2023-08-07T23:48:21Z,0.3617,591.619963,-0.0001381363,-9.61682e-05,-999999999999.0,7308339.6,2,0,0.048593,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,m,m,m/m,m/m,m^2,m^2,1,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s
81320100145,2023-08-08T23:49:02Z,3.0318,427.504569,0.00061617471,6.8482e-06,-999999999999.0,3416987.9,2,0,0.701352,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,m,m,m/m,m/m,m^2,m^2,1,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s
81320100145,2023-08-23T13:27:54Z,4.4539,420.831588,0.00047590425,0.00041995346,-999999999999.0,932207.5,1,0,0.520178,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,m,m,m/m,m/m,m^2,m^2,1,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s
81320100145,2023-08-24T13:28:41Z,4.6622,556.320271,0.00029593991,-4.27685e-05,-999999999999.0,6872279.1,2,0,0.56996,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,m,m,m/m,m/m,m^2,m^2,1,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s
81320100145,2023-08-28T20:33:26Z,1.8221,549.010714,-7.14489e-05,-8.11189e-05,-999999999999.0,6781983.4,1,0,0.086824,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,m,m,m/m,m/m,m^2,m^2,1,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s
81320100145,2023-08-29T20:34:07Z,3.4924,401.171741,0.00030345591,9.051383e-05,-999999999999.0,4387672.8,2,0,0.725931,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,m,m,m/m,m/m,m^2,m^2,1,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s
81320100145,2023-09-03T11:50:44Z,2.4355,880.922724,-8.4454e-05,-6.66171e-05,-999999999999.0,10882125.1,1,0,0.049947,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,m,m,m/m,m/m,m^2,m^2,1,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s
81320100145,no_data,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,3,0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,m,m,m/m,m/m,m^2,m^2,1,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s
81320100145,2023-09-08T18:56:16Z,2.8871,718.673109,-0.0001229367,-0.0001278329,-999999999999.0,6584032.4,2,0,0.10278,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,m,m,m/m,m/m,m^2,m^2,1,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s
81320100145,2023-09-13T10:13:00Z,2.1643,352.383031,-9.5233e-06,0.00016613853,-999999999999.0,704931.1,2,0,0.997336,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,m,m,m/m,m/m,m^2,m^2,1,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s
81320100145,2023-09-14T10:13:48Z,2.1494,654.553148,-7.98412e-05,-0.0001046879,-999999999999.0,8085759.5,1,0,0.259728,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,m,m,m/m,m/m,m^2,m^2,1,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s
81320100145,2023-09-18T17:18:32Z,1.7604,560.886434,-7.24065e-05,-7.39712e-05,-999999999999.0,6928685.3,1,0,0.077776,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,m,m,m/m,m/m,m^2,m^2,1,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s
81320100145,2023-09-19T17:19:13Z,1.896,596.462206,-8.03388e-05,-9.59544e-05,-999999999999.0,5944331.9,1,0,0.120942,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,m,m,m/m,m/m,m^2,m^2,1,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s
81320100145,2023-09-29T15:41:19Z,1.6581,655.366508,7.714757e-05,-0.0003565516,-999999999999.0,6802060.4,2,0,0.104843,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,m,m,m/m,m/m,m^2,m^2,1,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s
81320100145,2023-10-04T06:58:02Z,12.5712,86.759734,0.00191377183,0.00210012041,-999999999999.0,155340.5,2,0,0.740215,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,m,m,m/m,m/m,m^2,m^2,1,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s
81320100145,2023-10-05T06:58:49Z,1.3306,795.624244,-0.0002759414,-0.0002173488,-999999999999.0,9828424.6,1,0,0.195543,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,m,m,m/m,m/m,m^2,m^2,1,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s
81320100145,2023-10-09T14:03:34Z,0.9026,601.250457,-0.0002747048,-0.0002063989,-999999999999.0,7427306.1,1,0,0.223819,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,m,m,m/m,m/m,m^2,m^2,1,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s
81320100145,2023-10-10T14:04:15Z,0.9127,599.503621,-0.000255726,-0.0001985701,-999999999999.0,6931949.2,1,0,0.083938,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,m,m,m/m,m/m,m^2,m^2,1,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s
81320100145,2023-10-15T05:20:51Z,0.7242,731.348553,-0.0002395613,-0.0001755124,-999999999999.0,9034420.7,1,1,0.044018,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,m,m,m/m,m/m,m^2,m^2,1,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s
81320100145,no_data,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,3,1,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,m,m,m/m,m/m,m^2,m^2,1,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s
81320100145,2023-10-20T12:26:23Z,0.8371,752.296929,-0.0002702728,-0.0002033303,-999999999999.0,9293198.0,1,1,0.102898,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,m,m,m/m,m/m,m^2,m^2,1,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s
