reach_id,time_str,wse,width,slope,slope2,d_x_area,area_total,reach_q,ice_clim_f,dark_frac,sos_consensus_q,sos_hivdi_q,sos_metroman_q,sos_momma_q,sos_sad_q,sos_sic4dvar_q,wse_units,width_units,slope_units,slope2_units,d_x_area_units,area_total_units,dark_frac_units,sos_consensus_q_units,sos_hivdi_q_units,sos_metroman_q_units,sos_momma_q_units,sos_sad_q_units,sos_sic4dvar_q_units
81320100013,2023-07-29T01:26:04Z,2.1836,340.713728,-7.67796e-05,-6.39077e-05,-999999999999.0,663922.5,1,0,0.147968,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,m,m,m/m,m/m,m^2,m^2,1,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s
81320100013,2023-08-02T16:42:49Z,3.3369,863.410369,0.00038553578,0.00039592104,-999999999999.0,2197128.4,1,0,0.505874,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,m,m,m/m,m/m,m^2,m^2,1,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s
81320100013,2023-08-03T16:43:37Z,2.8757,1040.4607,0.00065000479,0.00026633809,-999999999999.0,2647670.0,1,0,0.223673,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,m,m,m/m,m/m,m^2,m^2,1,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s
81320100013,2023-08-07T23:48:21Z,2.533,772.272162,0.00074659386,0.00053784643,-999999999999.0,1965208.1,2,0,0.051064,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,m,m,m/m,m/m,m^2,m^2,1,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s
81320100013,2023-08-08T23:49:02Z,4.2276,877.665588,0.00066963302,0.00038277107,-999999999999.0,2233403.8,2,0,0.85097,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,m,m,m/m,m/m,m^2,m^2,1,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s
81320100013,2023-08-23T13:27:54Z,3.2974,842.551421,0.00094001725,0.00075960084,-999999999999.0,2144048.4,2,0,0.818913,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,m,m,m/m,m/m,m^2,m^2,1,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s
81320100013,2023-08-24T13:28:42Z,3.5342,974.892318,0.00039028264,0.00049362248,-999999999999.0,2480817.5,1,0,0.553469,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,m,m,m/m,m/m,m^2,m^2,1,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s
81320100013,2023-08-28T20:33:26Z,3.682,623.188936,-0.0001106602,3.111309e-05,-999999999999.0,1585834.7,1,0,0.036631,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,m,m,m/m,m/m,m^2,m^2,1,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s
81320100013,2023-08-29T20:34:07Z,3.4531,880.040426,0.00061280356,0.00033313321,-999999999999.0,2239447.0,2,0,0.468902,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,m,m,m/m,m/m,m^2,m^2,1,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s
81320100013,2023-09-03T11:50:52Z,4.1337,1913.224406,-0.0002861837,-0.0001434637,-999999999999.0,4868599.9,1,0,0.0994,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,-999999999999.0,m,m,m/m,m/m,m^2,m^2,1,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s,m^3/s
