river,time,span_km,n_nodes,d_lo,d_hi,length_km
Kobuk,2023-09-07 18:56:00+00:00,299.1848960723304,147,273.7356725684872,330.7678841731405,57.0322116046533
Kobuk,2023-09-07 18:56:00+00:00,299.1848960723304,28,331.1455516381278,336.5214817148105,5.375930076682664
Kobuk,2023-09-07 18:56:00+00:00,299.1848960723304,28,337.12190659151526,342.5025768923902,5.380670300874954
Kobuk,2023-09-07 18:56:00+00:00,299.1848960723304,30,343.10041541920407,348.84888715559117,5.748471736387103
Kobuk,2023-09-07 18:56:00+00:00,299.1848960723304,13,349.2785670768989,351.65807774531567,2.379510668416742
Kobuk,2023-09-07 18:56:00+00:00,299.1848960723304,36,352.6521777563259,360.624716382187,7.972538625861091
Kobuk,2023-09-07 18:56:00+00:00,299.1848960723304,12,361.2477901638634,363.44106691319445,2.193276749331062
Kobuk,2023-09-07 18:56:00+00:00,299.1848960723304,28,390.34149308854205,395.7785253902166,5.437032301674549
Kobuk,2023-09-07 18:56:00+00:00,299.1848960723304,17,396.1843167474999,399.3821979855119,3.1978812380119734
Kobuk,2023-09-07 18:56:00+00:00,299.1848960723304,64,400.3861866750839,412.9858186252613,12.599631950177411
Kobuk,2023-09-13 10:13:24+00:00,256.04582533502276,10,168.0679645700982,169.86240020664422,1.7944356365460123
Kobuk,2023-09-13 10:13:24+00:00,256.04582533502276,17,276.5298670119431,283.29533267643586,6.765465664492751
Kobuk,2023-09-13 10:13:24+00:00,256.04582533502276,24,283.9194123696839,290.66951459773156,6.750102228047638
Kobuk,2023-09-13 10:13:24+00:00,256.04582533502276,10,293.43225547682124,295.81775637508156,2.385500898260318
Kobuk,2023-09-13 10:13:24+00:00,256.04582533502276,14,296.6377024099039,300.4160962726668,3.7783938627628686
Kobuk,2023-09-13 10:13:24+00:00,256.04582533502276,27,301.9966890373148,313.75176573977586,11.755076702461054
Kobuk,2024-05-26 02:19:41+00:00,194.69124133445655,43,86.62089544023037,96.88009576249263,10.25920032226226
Kobuk,2024-05-31 17:37:12.500000+00:00,160.8261022272983,12,124.35139395506287,128.7320462787614,4.380652323698527
Kobuk,2024-08-21 04:36:16+00:00,169.3101450746786,649,364.4538920356968,515.0830235089463,150.62913147324952
Kobuk,2024-08-21 04:36:16+00:00,169.3101450746786,48,516.070805909548,525.5053591452565,9.434553235708563
Kobuk,2024-08-21 04:36:16+00:00,169.3101450746786,10,525.9183033916928,528.9341761636912,3.0158727719983744
Kobuk,2024-08-21 04:36:16+00:00,169.3101450746786,11,530.5421057056355,532.5241089151891,1.982003209553568
Kobuk,2024-08-22 04:36:53+00:00,243.70108755269126,22,179.07747671619381,183.65570709121985,4.578230375026038
Kobuk,2024-08-22 04:36:53+00:00,243.70108755269126,682,184.45778572643076,422.7785642688851,238.32077854245432
Kobuk,2024-08-26 11:41:48+00:00,212.02747780386863,17,321.73655930650676,330.9558730507477,9.219313744240935
Kobuk,2024-08-26 11:41:48+00:00,212.02747780386863,24,336.71148188531487,349.05586495152636,12.344383066211492
Kobuk,2024-08-26 11:41:48+00:00,212.02747780386863,66,349.66513693656367,369.46274317342153,19.79760623685786
Kobuk,2024-08-26 11:41:48+00:00,212.02747780386863,14,370.86329442556166,373.6524322633352,2.7891378377735236
Kobuk,2024-08-26 11:41:48+00:00,212.02747780386863,13,376.26962922584,378.6848699371381,2.415240711298111
Kobuk,2024-08-26 11:41:48+00:00,212.02747780386863,21,382.69202091366896,386.71174650394545,4.019725590276494
Kobuk,2024-08-26 11:41:48+00:00,212.02747780386863,14,387.11712016918295,389.7333709457577,2.616250776574759
Kobuk,2024-08-26 11:41:48+00:00,212.02747780386863,10,390.14435968870237,391.9460216787051,1.8016619900027422
Kobuk,2024-08-26 11:41:48+00:00,212.02747780386863,35,399.7732938137434,406.57427312836734,6.80097931462393
Kobuk,2024-08-26 11:41:48+00:00,212.02747780386863,11,407.7796170670959,409.78014218937216,2.000525122276258
Kobuk,2024-08-26 11:41:48+00:00,212.02747780386863,128,411.18765801238595,436.679932673881,25.49227466149506
Kobuk,2024-08-26 11:41:48+00:00,212.02747780386863,65,437.0864354401226,449.7373078997713,12.650872459648667
Kobuk,2024-08-26 11:41:48+00:00,212.02747780386863,32,450.5557676544293,458.14241265264235,7.586644998213046
Kobuk,2024-08-26 11:41:48+00:00,212.02747780386863,16,483.789813873431,486.82026486914697,3.0304509957159667
Kobuk,2024-08-26 11:41:48+00:00,212.02747780386863,11,488.9778188049179,491.1421592753626,2.1643404704446993
Kobuk,2024-08-26 11:41:48+00:00,212.02747780386863,17,491.7483134000728,494.7647979637844,3.0164845637116287
Kobuk,2024-08-26 11:41:48+00:00,212.02747780386863,10,495.12119709508215,496.81113384591026,1.6899367508281102
Kobuk,2024-08-26 11:41:48+00:00,212.02747780386863,10,497.21856429855177,499.00088811778147,1.7823238192297026
Kobuk,2024-08-26 11:41:48+00:00,212.02747780386863,29,500.8132250975099,506.4358356491457,5.622610551635773
Kobuk,2024-08-26 11:41:48+00:00,212.02747780386863,25,506.84245576303294,511.66279716901295,4.8203414059800025
Kobuk,2024-08-26 11:41:48+00:00,212.02747780386863,12,512.0589303788405,514.2814260100731,2.2224956312326185
Kobuk,2024-08-27 11:42:21+00:00,298.1910298502267,236,117.99831864582394,180.06015597429985,62.0618373284759
Kobuk,2024-08-27 11:42:21+00:00,298.1910298502267,414,183.25874876762714,352.04086520442644,168.7821164367993
Kobuk,2024-08-27 11:42:21+00:00,298.1910298502267,19,352.4629566979456,356.039619697063,3.5766629991174455
Kobuk,2024-08-27 11:42:21+00:00,298.1910298502267,11,400.98924485517585,402.99806257448995,2.008817719314095
Kobuk,2025-05-25 17:28:22+00:00,297.6006261939087,86,131.30866168217463,161.69311239400324,30.384450711828606
Kobuk,2025-05-25 17:28:22+00:00,297.6006261939087,11,173.26908590396525,175.2669112108137,1.9978253068484548
Kobuk,2025-05-25 17:28:22+00:00,297.6006261939087,10,177.67363245913427,179.46891815537518,1.79528569624091
Kobuk,2025-05-25 17:28:22+00:00,297.6006261939087,23,180.24201103776676,185.24684215605478,5.004831118288024
Kobuk,2025-05-25 17:28:22+00:00,297.6006261939087,68,195.46600699672283,248.28564221747067,52.81963522074784
Kobuk,2025-06-20 05:30:13+00:00,248.69959382141099,21,276.7326888446538,282.12738792782824,5.39469908317443
Kobuk,2025-06-20 05:30:13+00:00,248.69959382141099,34,282.90977906763203,291.0691168663707,8.159337798738648
Kobuk,2025-06-20 05:30:13+00:00,248.69959382141099,111,291.8513828677944,317.32795715254866,25.476574284754236
Kobuk,2025-06-20 05:30:13+00:00,248.69959382141099,27,317.72527894708224,322.93696491611416,5.211685969031919
Kobuk,2025-06-20 05:30:13+00:00,248.69959382141099,15,323.3234181551415,326.33232292422815,3.008904769086655
Kobuk,2025-06-20 05:30:13+00:00,248.69959382141099,15,329.15418171250917,332.5455562754943,3.3913745629851064
Kobuk,2025-06-20 05:30:13+00:00,248.69959382141099,13,332.93182186950264,335.3173583253208,2.385536455818169
Kobuk,2025-06-20 05:30:13+00:00,248.69959382141099,23,338.0926500899319,342.5025768923902,4.409926802458301
Kobuk,2025-06-20 05:30:13+00:00,248.69959382141099,14,343.10041541920407,345.6725050894539,2.572089670249852
Kobuk,2025-06-20 05:30:13+00:00,248.69959382141099,23,444.63635452311,448.938240047018,4.30188552390797
Kobuk,2025-06-20 05:30:13+00:00,248.69959382141099,22,450.1382959392868,454.135141065887,3.996845126600192
Kobuk,2025-06-20 05:30:13+00:00,248.69959382141099,11,454.495792192673,456.54941090078904,2.053618708116062
Kobuk,2025-06-20 05:30:13+00:00,248.69959382141099,57,460.3189820545574,471.6299415053899,11.310959450832513
Kobuk,2025-06-20 05:30:13+00:00,248.69959382141099,29,472.2226997865617,477.920374136843,5.697674350281318
Kobuk,2025-06-20 05:30:13+00:00,248.69959382141099,22,478.775064120133,482.9944685282057,4.219404408072705
Kobuk,2025-06-20 05:30:13+00:00,248.69959382141099,10,483.9636468327664,485.77798572061346,1.8143388878470432
Kobuk,2025-06-21 05:30:49+00:00,255.26215583406872,13,110.05455740068687,112.84313918043199,2.7885817797451153
Kobuk,2025-06-21 05:30:49+00:00,255.26215583406872,10,113.21774039872784,115.42312729711817,2.20538689839033
Kobuk,2025-06-21 05:30:49+00:00,255.26215583406872,20,285.2978524230049,289.47929618222173,4.181443759216847
Kobuk,2025-06-21 05:30:49+00:00,255.26215583406872,12,301.9966890373148,306.78910144411395,4.792412406799144
Kobuk,2025-06-21 05:30:49+00:00,255.26215583406872,15,311.5594020285434,314.9437251695466,3.3843231410032217
Kobuk,2025-08-27 02:50:57+00:00,298.44168603214814,11,198.63715278930843,205.2124307306903,6.57527794138187
Kobuk,2025-08-27 02:50:57+00:00,298.44168603214814,59,207.60122639723883,222.64210067286064,15.040874275621803
Kobuk,2025-08-27 02:50:57+00:00,298.44168603214814,185,223.04002765869345,271.7222586329221,48.682230974228645
Kobuk,2025-08-27 02:50:57+00:00,298.44168603214814,24,277.12616914231916,281.7238719194177,4.5977027770985615
Kobuk,2025-08-27 02:50:57+00:00,298.44168603214814,28,282.12738792782824,287.49961764504025,5.372229717212008
Kobuk,2025-08-27 02:50:57+00:00,298.44168603214814,14,296.83151691318903,299.6094814264929,2.777964513303857
Kobuk,2025-08-27 02:50:57+00:00,298.44168603214814,72,304.58466809368076,320.7445422476804,16.159874153999624
Kobuk,2025-08-27 02:50:57+00:00,298.44168603214814,14,323.5223207663759,326.1305889514562,2.6082681850803056
Kobuk,2025-08-27 02:50:57+00:00,298.44168603214814,14,332.93182186950264,335.51795681320317,2.5861349437005288
Kobuk,2025-08-27 02:50:57+00:00,298.44168603214814,16,339.51593601553907,342.5025768923902,2.9866408768511405
Kobuk,2025-08-27 02:50:57+00:00,298.44168603214814,409,346.68087482325114,483.40566215865374,136.7247873354026
Kobuk,2025-08-27 02:50:57+00:00,298.44168603214814,43,483.789813873431,492.49948486473926,8.709670991308258
Kobuk,2025-08-28 02:51:28+00:00,193.90378578590617,51,85.4338106966321,100.00853551639925,14.574724819767155
Kobuk,2025-08-28 02:51:28+00:00,193.90378578590617,15,108.84782444447377,124.55958007495228,15.711755630478507
Kobuk,2025-08-28 02:51:28+00:00,193.90378578590617,16,172.666559576459,177.0711757093951,4.404616132936098
Kobuk,2025-08-28 02:51:28+00:00,193.90378578590617,21,177.47558273105432,183.65570709121985,6.180124360165536
Kobuk,2025-08-28 02:51:28+00:00,193.90378578590617,252,184.2553357490949,239.04746773606476,54.79213198696985
