river,n_pairs,frac_reversed,total_drop_m,worst_reversal_m,total_rise_m
Kobuk,2585,0.039845261121856865,3.1757500000000003,0.5325500000000001,167.46976
Noatak,3468,0.010092272202998846,0.17172249999999967,0.020309999999999828,548.1206324999999
Selawik,831,0.13838748495788206,1.8087125000000004,0.23392000000000013,3.9773199999999997
