river,shift_km,dt_hr,celerity_ms,corr,n_common,time
Selawik,-2.0,23.843888888888888,0.02329970409375801,0.9381671878362796,272,2023-06-19 23:27:15+00:00
Selawik,-1.0,23.843611111111112,0.011649987767512844,0.9957595687312404,271,2023-06-25 22:31:03+00:00
Selawik,2.0,23.843888888888888,0.02329970409375801,0.9682627166215174,269,2023-06-26 22:21:40+00:00
Selawik,-1.5,23.843888888888888,0.017474778070318508,0.84469318860327,269,2023-06-27 22:12:18+00:00
Selawik,14.0,23.843888888888888,0.16309792865630607,0.9376135807395118,268,2023-06-30 21:44:12+00:00
Selawik,-18.0,23.843888888888888,0.20969733684382208,0.753396660594476,267,2023-07-01 21:34:50+00:00
Selawik,-39.0,23.843888888888888,0.45434422982828115,0.6970804973936616,271,2023-07-02 21:25:28+00:00
Selawik,-2.0,24.011111111111113,0.02313743637204998,0.9420516712053093,241,2023-07-28 01:25:50+00:00
Selawik,12.5,24.011111111111113,0.14460897732531236,0.9102528629691508,244,2023-09-28 15:41:05+00:00
Selawik,31.0,24.011388888888888,0.35862611492231694,0.6626094126254849,210,2023-10-14 05:20:29+00:00
Selawik,-1.0,24.011111111111113,0.01156871818602499,0.9672304138685135,243,2024-06-25 21:27:07+00:00
Selawik,-12.0,24.011111111111113,0.13882461823229986,0.6296116930832012,245,2024-07-16 18:12:11+00:00
Selawik,-1.0,24.011111111111113,0.01156871818602499,0.9879044295658617,212,2024-08-01 07:51:36+00:00
Selawik,-2.0,24.01097222222222,0.0231375702080646,0.9674305256875211,212,2024-10-02 22:06:55+00:00
Selawik,13.5,24.011111111111113,0.15617769551133734,0.698633967743569,211,2025-06-10 07:07:48+00:00
Selawik,1.5,24.011111111111113,0.017353077279037482,0.9594807108375786,212,2025-07-01 03:52:54+00:00
Selawik,-10.5,24.011111111111113,0.12147154095326237,0.9552161264250091,241,2025-07-06 10:58:34+00:00
Selawik,1.0,24.011111111111113,0.01156871818602499,0.9903969226565533,212,2025-07-22 00:38:00+00:00
Selawik,1.0,24.011388888888888,0.011568584352332805,0.9941051399653821,211,2025-09-01 18:08:08+00:00
Selawik,22.0,24.01125,0.2545103279134202,0.8384345122501657,203,2025-09-22 14:53:10.500000+00:00
Selawik,-2.0,24.011111111111113,0.02313743637204998,0.8495597654781476,211,2025-10-13 11:38:16+00:00
Selawik,2.0,24.011111111111113,0.02313743637204998,0.987218453755132,212,2026-06-20 20:39:14+00:00
Selawik,-12.0,24.011111111111113,0.13882461823229986,0.7461760100396504,242,2026-08-06 21:15:02+00:00
Selawik,9.5,24.011388888888888,0.10990155134716165,0.8529588939666131,240,2026-08-27 18:00:06+00:00
Selawik,24.0,24.011111111111113,0.2776492364645997,0.7591552670383,203,2026-09-12 07:39:32+00:00
